14870
13497
11436
10827
10405
10375
9092
8938
7967
7692
7194
6814
6797
6365
6054
4105
2701
14301
12848
12349
9243
8590
8520
8397
7798
7109
6392
6299
6136
6025
5550
4994
4450
4411
3388
2870
2574
1694
1599
402
9384
7878
7070
6756
5801
4871
4696
3977
2669
16073
14743
11214
10947
8488
8010
7703
7496
7274
5967
5647
4910
3923
3515
3323
3272
2608
7684
4882
4710
4691
3521
3270
2840
2652
2429
2232
2230
1801
1683
13967
10372
5460
4699
2673
1695
64
11708
8101
4688
4369
4146
3445
3059
7674
5496
5325
5316
5295
4956
